customer_id,first_name,last_name,email,phone,loyalty_points
443,ave,rodrihuez,ave.rodrihuez41@example.com,555-367-5914,325
444,eva,rodrigoez,eva.rodrigoez42@example.com,555-600-1325,326
445,awa,rodriguiz,awa.rodriguiz43@example.com,555-110-6789,246
446,ave,rodriguez,ave.rodriguez44@example.com,555-136-2055,301
447,eva,sodriguez,eva.sodriguez45@example.com,555-605-3572,336
448,ava,rudriguez,ava.rudriguez46@example.com,555-150-2115,300
449,ave,roeriguez,ave.roeriguez47@example.com,555-974-3116,303
450,eva,rodriguez,eva.rodriguez48@example.com,555-807-4875,241
451,awa,rodryguez,awa.rodryguez49@example.com,555-653-8927,290
452,deniel,mertinez,deniel.mertinez1@example.com,555-212-6867,209
453,daniel,martinez,daniel.martinez2@example.com,555-913-5468,229
454,danyel,maruinez,danyel.maruinez3@example.com,555-176-9783,166
455,daniil,martynez,daniil.martynez4@example.com,555-789-9792,182
456,daniem,martioez,daniem.martioez5@example.com,555-756-7367,171
457,daniel,martiniz,daniel.martiniz6@example.com,555-630-8537,167
458,deniel,martinez,deniel.martinez7@example.com,555-075-8093,212
459,daniel,nartinez,daniel.nartinez8@example.com,555-036-4013,219
460,danyel,mertinez,danyel.mertinez9@example.com,555-153-3332,150
461,daniil,martinez,daniil.martinez10@example.com,555-891-7061,215
462,daniem,maruinez,daniem.maruinez11@example.com,555-351-5340,191
463,daniel,martynez,daniel.martynez12@example.com,555-496-7468,154
464,deniel,martioez,deniel.martioez13@example.com,555-227-7277,225
465,daniel,martiniz,daniel.martiniz14@example.com,555-439-5429,169
466,danyel,martinez,danyel.martinez15@example.com,555-342-5581,206
467,daniil,nartinez,daniil.nartinez16@example.com,555-714-1748,203
468,daniem,mertinez,daniem.mertinez17@example.com,555-099-2556,227
469,daniel,martinez,daniel.martinez18@example.com,555-858-4739,209
470,deniel,maruinez,deniel.maruinez19@example.com,555-827-8671,215
471,daniel,martynez,daniel.martynez20@example.com,555-343-0783,166
472,danyel,martioez,danyel.martioez21@example.com,555-104-9226,159
473,daniil,martiniz,daniil.martiniz22@example.com,555-505-8795,218
474,daniem,martinez,daniem.martinez23@example.com,555-131-4337,207
475,daniel,nartinez,daniel.nartinez24@example.com,555-878-1765,154
476,deniel,mertinez,deniel.mertinez25@example.com,555-784-8943,141
477,daniel,martinez,daniel.martinez26@example.com,555-868-0698,204
478,danyel,maruinez,danyel.maruinez27@example.com,555-661-4891,176
479,daniil,martynez,daniil.martynez28@example.com,555-398-0045,212
480,daniem,martioez,daniem.martioez29@example.com,555-282-1623,226
481,daniel,martiniz,daniel.martiniz30@example.com,555-233-0051,162
482,deniel,martinez,deniel.martinez31@example.com,555-276-0164,155
483,daniel,nartinez,daniel.nartinez32@example.com,555-440-8388,217
484,danyel,mertinez,danyel.mertinez33@example.com,555-420-2628,135
485,daniil,martinez,daniil.martinez34@example.com,555-499-8099,185
486,daniem,maruinez,daniem.maruinez35@example.com,555-036-8518,144
487,daniel,martynez,daniel.martynez36@example.com,555-404-5944,205
488,deniel,martioez,deniel.martioez37@example.com,555-311-5621,217
489,daniel,martiniz,daniel.martiniz38@example.com,555-059-1324,178
490,danyel,martinez,danyel.martinez39@example.com,555-734-1903,204
491,daniil,nartinez,daniil.nartinez40@example.com,555-279-5148,203
492,daniem,mertinez,daniem.mertinez41@example.com,555-624-1243,204
493,daniel,martinez,daniel.martinez42@example.com,555-967-5050,192
494,deniel,maruinez,deniel.maruinez43@example.com,555-021-3380,192
495,daniel,martynez,daniel.martynez44@example.com,555-461-7756,179
496,danyel,martioez,danyel.martioez45@example.com,555-951-9489,219
497,daniil,martiniz,daniil.martiniz46@example.com,555-837-8051,181
498,daniem,martinez,daniem.martinez47@example.com,555-990-7652,215
499,daniel,nartinez,daniel.nartinez48@example.com,555-998-0356,148
500,deniel,mertinez,deniel.mertinez49@example.com,555-092-5470,175
